partida_id,rodata_x,clube,atleta,minuto,tipo_de_gol,rodata_y,mandante,visitante,data,casa_ou_fora
6874,37,Vasco,Marrony,85,,37,Bahia,Vasco,05/12/2019,Fora
6874,37,Bahia,Gilberto Oliveira Souza Junior,45,Penalty,37,Bahia,Vasco,05/12/2019,Casa
6875,37,Flamengo,Lincoln Corrêa dos Santos,57,,37,Flamengo,Avai,05/12/2019,Casa
6875,37,Flamengo,Giorgian De Arrascaeta,11,,37,Flamengo,Avai,05/12/2019,Casa
6875,37,Flamengo,Reinier,84,,37,Flamengo,Avai,05/12/2019,Casa
6875,37,Flamengo,Diego Ribas,37,,37,Flamengo,Avai,05/12/2019,Casa
6875,37,Flamengo,Reinier,89,,37,Flamengo,Avai,05/12/2019,Casa
6875,37,Flamengo,Gabriel Barbosa,39,,37,Flamengo,Avai,05/12/2019,Casa
6875,37,Avai,Lourenço,22,,37,Flamengo,Avai,05/12/2019,Fora
6876,38,Corinthians,Gustavo,63,,38,Corinthians,Fluminense,08/12/2019,Casa
6876,38,Fluminense,Francisco Evanilson de Lima Barbosa,8,,38,Corinthians,Fluminense,08/12/2019,Fora
6876,38,Fluminense,Francisco Evanilson de Lima Barbosa,28,,38,Corinthians,Fluminense,08/12/2019,Fora
6878,38,Ceara,Thiago Galhardo,66,Penalty,38,Botafogo-RJ,Ceara,08/12/2019,Fora
6878,38,Botafogo-RJ,Marcos Vinícius de Jesus Araújo,39,,38,Botafogo-RJ,Ceara,08/12/2019,Casa
6880,38,Internacional,Víctor Cuesta,90+8,,38,Internacional,Atletico-MG,08/12/2019,Casa
6880,38,Atletico-MG,Rómulo Otero,6,,38,Internacional,Atletico-MG,08/12/2019,Fora
6880,38,Internacional,Paolo Guerrero,82,,38,Internacional,Atletico-MG,08/12/2019,Casa
6879,38,CSA,Jarro Pedroso,44,,38,CSA,Sao Paulo,08/12/2019,Casa
6879,38,Sao Paulo,Jonas Toró,11,,38,CSA,Sao Paulo,08/12/2019,Fora
6879,38,Sao Paulo,Igor Vinícius,14,,38,CSA,Sao Paulo,08/12/2019,Fora
6881,38,Palmeiras,José Rafael Vivian,58,,38,Cruzeiro,Palmeiras,08/12/2019,Fora
6881,38,Palmeiras,Eduardo Pereira Rodrigues,84,,38,Cruzeiro,Palmeiras,08/12/2019,Fora
6882,38,Goias,Rafael Moura,4,,38,Goias,Gremio,08/12/2019,Casa
6882,38,Gremio,Isaque Elias,37,,38,Goias,Gremio,08/12/2019,Fora
6882,38,Goias,Rafael Moura,45,,38,Goias,Gremio,08/12/2019,Casa
6882,38,Goias,Yago Rocha,65,,38,Goias,Gremio,08/12/2019,Casa
6882,38,Gremio,Patrick,23,,38,Goias,Gremio,08/12/2019,Fora
6883,38,Chapecoense,Vinícius,90+3,,38,Vasco,Chapecoense,08/12/2019,Fora
6883,38,Vasco,Yago Pikachu,84,Penalty,38,Vasco,Chapecoense,08/12/2019,Casa
6885,38,Bahia,Artur Victor Guimarães,33,,38,Fortaleza,Bahia,08/12/2019,Fora
6885,38,Fortaleza,Osvaldo Filho,13,,38,Fortaleza,Bahia,08/12/2019,Casa
6885,38,Fortaleza,Tinga,78,,38,Fortaleza,Bahia,08/12/2019,Casa
6877,38,Santos,Carlos Andrés Sánchez,23,,38,Santos,Flamengo,08/12/2019,Casa
6877,38,Santos,Carlos Andrés Sánchez,85,,38,Santos,Flamengo,08/12/2019,Casa
6877,38,Santos,Eduardo Sasha,63,,38,Santos,Flamengo,08/12/2019,Casa
6877,38,Santos,Mário Sérgio Santos Costa,15,,38,Santos,Flamengo,08/12/2019,Casa
